Applied Nodal Loadvector Loadcase      2
  Node     PXX[N]     PYY[N]     PZZ[N]    MXX[Nm]    MYY[Nm]    MZZ[Nm]
 41149       0.00       0.00     -51.71       0.00       0.00       0.00
 41153       0.00       0.00     -98.05       0.00       0.00       0.00
 41154       0.00       0.00     -96.29       0.00       0.00       0.00
 41155       0.00       0.00     -84.50       0.00       0.00       0.00
 41156       0.00       0.00     -55.54       0.00       0.00       0.00
 41157       0.00       0.00     -55.22       0.00       0.00       0.00
 41158       0.00       0.00    -222.99       0.00       0.00       0.00
 41159       0.00       0.00    -202.44       0.00       0.00       0.00
 41160       0.00       0.00    -163.53       0.00       0.00       0.00
 41161       0.00       0.00    -187.54       0.00       0.00       0.00
 41162       0.00       0.00    -190.95       0.00       0.00       0.00
 41163       0.00       0.00    -231.64       0.00       0.00       0.00
 41164       0.00       0.00    -250.73       0.00       0.00       0.00
 41165       0.00       0.00    -215.06       0.00       0.00       0.00
 41166       0.00       0.00     -72.01       0.00       0.00       0.00
 41167       0.00       0.00     -69.83       0.00       0.00       0.00
 41168       0.00       0.00     -74.15       0.00       0.00       0.00
 41169       0.00       0.00    -137.95       0.00       0.00       0.00
 41170       0.00       0.00    -145.80       0.00       0.00       0.00
 41171       0.00       0.00    -119.18       0.00       0.00       0.00
 41172       0.00       0.00     -73.11       0.00       0.00       0.00
 41173       0.00       0.00     -94.74       0.00       0.00       0.00
 41174       0.00       0.00     -98.55       0.00       0.00       0.00
 41175       0.00       0.00     -83.37       0.00       0.00       0.00
 41176       0.00       0.00    -179.19       0.00       0.00       0.00
 41177       0.00       0.00    -172.44       0.00       0.00       0.00
 41178       0.00       0.00    -150.72       0.00       0.00       0.00
 41179       0.00       0.00    -149.54       0.00       0.00       0.00
 41180       0.00       0.00    -166.49       0.00       0.00       0.00
 41181       0.00       0.00    -249.88       0.00       0.00       0.00
 41182       0.00       0.00    -254.27       0.00       0.00       0.00
 41183       0.00       0.00    -315.03       0.00       0.00       0.00
 41184       0.00       0.00    -227.90       0.00       0.00       0.00
 41185       0.00       0.00    -276.00       0.00       0.00       0.00
 41186       0.00       0.00    -155.37       0.00       0.00       0.00
 41187       0.00       0.00    -128.92       0.00       0.00       0.00
 41188       0.00       0.00    -125.96       0.00       0.00       0.00
 41189       0.00       0.00    -136.54       0.00       0.00       0.00
 41190       0.00       0.00    -186.79       0.00       0.00       0.00
 41191       0.00       0.00    -165.83       0.00       0.00       0.00
 41192       0.00       0.00    -125.47       0.00       0.00       0.00
 41193       0.00       0.00    -160.47       0.00       0.00       0.00
 41194       0.00       0.00    -121.19       0.00       0.00       0.00
 41195       0.00       0.00    -130.61       0.00       0.00       0.00
 41196       0.00       0.00    -113.34       0.00       0.00       0.00
 41197       0.00       0.00    -110.28       0.00       0.00       0.00
 41198       0.00       0.00    -169.19       0.00       0.00       0.00
 41199       0.00       0.00    -149.88       0.00       0.00       0.00
 41200       0.00       0.00    -226.23       0.00       0.00       0.00
 41201       0.00       0.00    -232.57       0.00       0.00       0.00
 41202       0.00       0.00    -224.50       0.00       0.00       0.00
 41203       0.00       0.00    -227.95       0.00       0.00       0.00
 41204       0.00       0.00    -114.43       0.00       0.00       0.00
 41205       0.00       0.00     -99.73       0.00       0.00       0.00
 41206       0.00       0.00     -91.78       0.00       0.00       0.00
 41207       0.00       0.00    -108.91       0.00       0.00       0.00
 41208       0.00       0.00    -233.70       0.00       0.00       0.00
 41209       0.00       0.00    -286.24       0.00       0.00       0.00
 41210       0.00       0.00    -251.35       0.00       0.00       0.00
 41211       0.00       0.00    -261.26       0.00       0.00       0.00
 41212       0.00       0.00    -134.36       0.00       0.00       0.00
 41213       0.00       0.00    -107.77       0.00       0.00       0.00
 41214       0.00       0.00     -94.38       0.00       0.00       0.00
 41215       0.00       0.00    -104.19       0.00       0.00       0.00
 41216       0.00       0.00    -112.97       0.00       0.00       0.00
 41217       0.00       0.00    -182.80       0.00       0.00       0.00
 41218       0.00       0.00    -176.78       0.00       0.00       0.00
 41219       0.00       0.00    -173.91       0.00       0.00       0.00
 41220       0.00       0.00    -152.69       0.00       0.00       0.00
 41221       0.00       0.00    -150.34       0.00       0.00       0.00
 41222       0.00       0.00    -265.30       0.00       0.00       0.00
 41223       0.00       0.00    -345.82       0.00       0.00       0.00
 41224       0.00       0.00    -307.40       0.00       0.00       0.00
 41225       0.00       0.00    -140.61       0.00       0.00       0.00
 41226       0.00       0.00    -212.73       0.00       0.00       0.00
 41227       0.00       0.00    -181.05       0.00       0.00       0.00
 41228       0.00       0.00    -147.04       0.00       0.00       0.00
 41229       0.00       0.00    -173.69       0.00       0.00       0.00
 41230       0.00       0.00    -246.17       0.00       0.00       0.00
 41231       0.00       0.00    -281.23       0.00       0.00       0.00
 41232       0.00       0.00    -119.47       0.00       0.00       0.00
 41233       0.00       0.00    -202.64       0.00       0.00       0.00
 41234       0.00       0.00    -164.74       0.00       0.00       0.00
 41235       0.00       0.00    -124.69       0.00       0.00       0.00
 41236       0.00       0.00    -133.23       0.00       0.00       0.00
 41237       0.00       0.00    -112.07       0.00       0.00       0.00
 41238       0.00       0.00     -98.21       0.00       0.00       0.00
 41239       0.00       0.00     -64.52       0.00       0.00       0.00
 41240       0.00       0.00     -93.87       0.00       0.00       0.00
 41241       0.00       0.00     -60.19       0.00       0.00       0.00
 41242       0.00       0.00     -62.84       0.00       0.00       0.00
 41243       0.00       0.00     -65.68       0.00       0.00       0.00
 41244       0.00       0.00    -202.47       0.00       0.00       0.00
 41245       0.00       0.00    -203.08       0.00       0.00       0.00
 41246       0.00       0.00    -152.22       0.00       0.00       0.00
 41247       0.00       0.00    -143.92       0.00       0.00       0.00
 41248       0.00       0.00    -173.13       0.00       0.00       0.00
 41249       0.00       0.00    -184.14       0.00       0.00       0.00
 41250       0.00       0.00    -156.79       0.00       0.00       0.00
 41251       0.00       0.00    -119.91       0.00       0.00       0.00
 41252       0.00       0.00    -183.64       0.00       0.00       0.00
 41253       0.00       0.00    -148.84       0.00       0.00       0.00
 41254       0.00       0.00    -137.19       0.00       0.00       0.00
 41255       0.00       0.00     -85.99       0.00       0.00       0.00
 41256       0.00       0.00    -131.19       0.00       0.00       0.00
 41257       0.00       0.00    -128.61       0.00       0.00       0.00
 41258       0.00       0.00    -117.66       0.00       0.00       0.00
 41259       0.00       0.00    -279.74       0.00       0.00       0.00
 41260       0.00       0.00    -276.87       0.00       0.00       0.00
 41261       0.00       0.00    -281.47       0.00       0.00       0.00
 41262       0.00       0.00    -280.98       0.00       0.00       0.00
 41263       0.00       0.00    -117.16       0.00       0.00       0.00
 41264       0.00       0.00    -145.45       0.00       0.00       0.00
 41265       0.00       0.00    -135.84       0.00       0.00       0.00
 41266       0.00       0.00    -154.69       0.00       0.00       0.00
 41267       0.00       0.00    -166.50       0.00       0.00       0.00
 41268       0.00       0.00    -164.37       0.00       0.00       0.00
 41269       0.00       0.00     -51.25       0.00       0.00       0.00
 41270       0.00       0.00     -57.08       0.00       0.00       0.00
 41271       0.00       0.00     -72.30       0.00       0.00       0.00
 41272       0.00       0.00     -71.38       0.00       0.00       0.00
 41273       0.00       0.00     -75.64       0.00       0.00       0.00
 41274       0.00       0.00    -103.40       0.00       0.00       0.00
 41275       0.00       0.00    -135.18       0.00       0.00       0.00
 41276       0.00       0.00    -128.65       0.00       0.00       0.00
 41277       0.00       0.00    -134.21       0.00       0.00       0.00
 41278       0.00       0.00    -140.20       0.00       0.00       0.00
 41279       0.00       0.00    -178.77       0.00       0.00       0.00
 41280       0.00       0.00    -177.70       0.00       0.00       0.00
 41281       0.00       0.00    -206.42       0.00       0.00       0.00
 41282       0.00       0.00    -268.91       0.00       0.00       0.00
 41283       0.00       0.00    -226.39       0.00       0.00       0.00
 41284       0.00       0.00    -238.01       0.00       0.00       0.00
 41285       0.00       0.00    -239.67       0.00       0.00       0.00
 41286       0.00       0.00    -203.28       0.00       0.00       0.00
 41287       0.00       0.00    -226.42       0.00       0.00       0.00
 41288       0.00       0.00    -245.02       0.00       0.00       0.00
 41289       0.00       0.00    -207.47       0.00       0.00       0.00
 41290       0.00       0.00    -217.13       0.00       0.00       0.00
 41291       0.00       0.00    -226.97       0.00       0.00       0.00
 41292       0.00       0.00     -99.59       0.00       0.00       0.00
 41293       0.00       0.00     -72.78       0.00       0.00       0.00
 41294       0.00       0.00    -139.88       0.00       0.00       0.00
 41295       0.00       0.00     -97.64       0.00       0.00       0.00
 41296       0.00       0.00    -254.08       0.00       0.00       0.00
 41297       0.00       0.00    -257.67       0.00       0.00       0.00
 41298       0.00       0.00    -259.60       0.00       0.00       0.00
 41299       0.00       0.00    -183.39       0.00       0.00       0.00
 41300       0.00       0.00    -256.28       0.00       0.00       0.00
 41301       0.00       0.00    -111.01       0.00       0.00       0.00
 41302       0.00       0.00     -82.25       0.00       0.00       0.00
 41303       0.00       0.00    -106.74       0.00       0.00       0.00
 41304       0.00       0.00    -258.34       0.00       0.00       0.00
 41305       0.00       0.00    -218.24       0.00       0.00       0.00
 41306       0.00       0.00    -255.91       0.00       0.00       0.00
 41307       0.00       0.00    -175.64       0.00       0.00       0.00
 41308       0.00       0.00    -188.96       0.00       0.00       0.00
 41309       0.00       0.00    -218.76       0.00       0.00       0.00
 41310       0.00       0.00     -98.87       0.00       0.00       0.00
 41311       0.00       0.00     -97.25       0.00       0.00       0.00
 41312       0.00       0.00     -68.08       0.00       0.00       0.00
 41313       0.00       0.00     -84.84       0.00       0.00       0.00
 41314       0.00       0.00    -133.21       0.00       0.00       0.00
 41315       0.00       0.00    -151.03       0.00       0.00       0.00
 41316       0.00       0.00    -170.44       0.00       0.00       0.00
 41317       0.00       0.00    -172.01       0.00       0.00       0.00
 41318       0.00       0.00    -193.83       0.00       0.00       0.00
 41319       0.00       0.00    -170.90       0.00       0.00       0.00
 41320       0.00       0.00    -193.50       0.00       0.00       0.00
 41321       0.00       0.00    -132.49       0.00       0.00       0.00
 41322       0.00       0.00    -152.39       0.00       0.00       0.00
 41324       0.00       0.00     -51.71       0.00       0.00       0.00
 41325       0.00       0.00     -56.04       0.00       0.00       0.00
 41326       0.00       0.00    -155.46       0.00       0.00       0.00
 41327       0.00       0.00    -184.25       0.00       0.00       0.00
 41328       0.00       0.00    -246.07       0.00       0.00       0.00
 41329       0.00       0.00    -168.75       0.00       0.00       0.00
 41330       0.00       0.00    -234.24       0.00       0.00       0.00
 41331       0.00       0.00    -185.77       0.00       0.00       0.00
 41332       0.00       0.00    -154.95       0.00       0.00       0.00
 41333       0.00       0.00    -156.90       0.00       0.00       0.00
 41334       0.00       0.00    -126.48       0.00       0.00       0.00
 41335       0.00       0.00    -188.08       0.00       0.00       0.00
 41336       0.00       0.00    -177.54       0.00       0.00       0.00
 41337       0.00       0.00    -164.97       0.00       0.00       0.00
 41338       0.00       0.00    -126.75       0.00       0.00       0.00
 41339       0.00       0.00    -151.86       0.00       0.00       0.00
 41340       0.00       0.00    -114.39       0.00       0.00       0.00
 41341       0.00       0.00    -141.92       0.00       0.00       0.00
 41344       0.00       0.00    -252.12       0.00       0.00       0.00
 41345       0.00       0.00    -153.33       0.00       0.00       0.00
 41346       0.00       0.00    -220.66       0.00       0.00       0.00
 41347       0.00       0.00    -137.48       0.00       0.00       0.00
 41348       0.00       0.00    -257.29       0.00       0.00       0.00
 41349       0.00       0.00    -286.78       0.00       0.00       0.00
 41350       0.00       0.00    -126.06       0.00       0.00       0.00
 41351       0.00       0.00     -60.85       0.00       0.00       0.00
 41352       0.00       0.00    -190.76       0.00       0.00       0.00
 41354       0.00       0.00     -69.16       0.00       0.00       0.00
 41356       0.00       0.00     -79.05       0.00       0.00       0.00
 41357       0.00       0.00     -61.78       0.00       0.00       0.00
 41359       0.00       0.00     -70.16       0.00       0.00       0.00
 41360       0.00       0.00     -66.71       0.00       0.00       0.00
 41362       0.00       0.00     -54.66       0.00       0.00       0.00
 41363       0.00       0.00    -101.86       0.00       0.00       0.00
 41364       0.00       0.00    -133.90       0.00       0.00       0.00
 41365       0.00       0.00    -126.53       0.00       0.00       0.00
 41366       0.00       0.00    -182.09       0.00       0.00       0.00
 41367       0.00       0.00    -155.07       0.00       0.00       0.00
 41368       0.00       0.00    -279.44       0.00       0.00       0.00
 41369       0.00       0.00    -205.63       0.00       0.00       0.00
 41370       0.00       0.00    -264.63       0.00       0.00       0.00
 41371       0.00       0.00    -241.86       0.00       0.00       0.00
 41372       0.00       0.00    -247.33       0.00       0.00       0.00
 41373       0.00       0.00    -274.06       0.00       0.00       0.00
 41374       0.00       0.00     -76.19       0.00       0.00       0.00
 41375       0.00       0.00     -74.78       0.00       0.00       0.00
 41376       0.00       0.00     -73.31       0.00       0.00       0.00
 41377       0.00       0.00    -123.24       0.00       0.00       0.00
 41378       0.00       0.00    -106.98       0.00       0.00       0.00
 41379       0.00       0.00    -100.65       0.00       0.00       0.00
 41380       0.00       0.00    -191.08       0.00       0.00       0.00
 41381       0.00       0.00    -107.50       0.00       0.00       0.00
 41382       0.00       0.00    -131.88       0.00       0.00       0.00
 41383       0.00       0.00    -182.78       0.00       0.00       0.00
 41384       0.00       0.00    -229.37       0.00       0.00       0.00
 41385       0.00       0.00    -274.33       0.00       0.00       0.00
 41386       0.00       0.00    -246.70       0.00       0.00       0.00
 41387       0.00       0.00    -207.62       0.00       0.00       0.00
 41388       0.00       0.00    -157.91       0.00       0.00       0.00
 41389       0.00       0.00    -204.32       0.00       0.00       0.00
 41390       0.00       0.00    -191.12       0.00       0.00       0.00
 41391       0.00       0.00    -143.95       0.00       0.00       0.00
 41392       0.00       0.00     -77.65       0.00       0.00       0.00
 41393       0.00       0.00    -102.08       0.00       0.00       0.00
 41394       0.00       0.00    -131.81       0.00       0.00       0.00
 41395       0.00       0.00    -198.94       0.00       0.00       0.00
 41396       0.00       0.00    -156.69       0.00       0.00       0.00
 41397       0.00       0.00    -143.11       0.00       0.00       0.00
 41398       0.00       0.00    -155.21       0.00       0.00       0.00
 41399       0.00       0.00    -126.44       0.00       0.00       0.00
 41400       0.00       0.00    -152.06       0.00       0.00       0.00
 41401       0.00       0.00    -149.41       0.00       0.00       0.00
 41402       0.00       0.00    -231.31       0.00       0.00       0.00
 41403       0.00       0.00    -212.52       0.00       0.00       0.00
 41404       0.00       0.00    -216.37       0.00       0.00       0.00
 41405       0.00       0.00    -133.90       0.00       0.00       0.00
 41406       0.00       0.00    -190.24       0.00       0.00       0.00
 41407       0.00       0.00    -179.84       0.00       0.00       0.00
 41408       0.00       0.00    -245.93       0.00       0.00       0.00
 41409       0.00       0.00    -246.24       0.00       0.00       0.00
 41410       0.00       0.00    -242.81       0.00       0.00       0.00
 41411       0.00       0.00    -226.62       0.00       0.00       0.00
 41412       0.00       0.00    -226.29       0.00       0.00       0.00
 41413       0.00       0.00    -244.38       0.00       0.00       0.00
 41414       0.00       0.00    -137.22       0.00       0.00       0.00
 41415       0.00       0.00    -125.89       0.00       0.00       0.00
 41416       0.00       0.00     -80.50       0.00       0.00       0.00
 41417       0.00       0.00    -107.41       0.00       0.00       0.00
 41418       0.00       0.00    -116.91       0.00       0.00       0.00
 41419       0.00       0.00    -160.05       0.00       0.00       0.00
 41420       0.00       0.00    -144.96       0.00       0.00       0.00
 41421       0.00       0.00    -142.61       0.00       0.00       0.00
 41422       0.00       0.00    -103.15       0.00       0.00       0.00
 41423       0.00       0.00    -105.99       0.00       0.00       0.00
 41424       0.00       0.00    -109.52       0.00       0.00       0.00
 41425       0.00       0.00    -135.14       0.00       0.00       0.00
 41426       0.00       0.00    -117.43       0.00       0.00       0.00
 41427       0.00       0.00    -164.46       0.00       0.00       0.00
 41428       0.00       0.00    -167.21       0.00       0.00       0.00
 41429       0.00       0.00    -166.87       0.00       0.00       0.00
 41430       0.00       0.00    -158.62       0.00       0.00       0.00
 41431       0.00       0.00    -154.28       0.00       0.00       0.00
 41432       0.00       0.00    -141.67       0.00       0.00       0.00
 41433       0.00       0.00    -238.09       0.00       0.00       0.00
 41434       0.00       0.00    -188.46       0.00       0.00       0.00
 41435       0.00       0.00    -192.73       0.00       0.00       0.00
 41436       0.00       0.00    -215.22       0.00       0.00       0.00
 41437       0.00       0.00    -168.14       0.00       0.00       0.00
 41438       0.00       0.00    -193.04       0.00       0.00       0.00
 41439       0.00       0.00    -235.48       0.00       0.00       0.00
 41440       0.00       0.00    -171.03       0.00       0.00       0.00
 41441       0.00       0.00    -208.73       0.00       0.00       0.00
 41442       0.00       0.00    -108.19       0.00       0.00       0.00
 41443       0.00       0.00    -163.27       0.00       0.00       0.00
 41444       0.00       0.00    -153.21       0.00       0.00       0.00
 41445       0.00       0.00    -179.47       0.00       0.00       0.00
 41446       0.00       0.00    -235.97       0.00       0.00       0.00
 41447       0.00       0.00    -189.56       0.00       0.00       0.00
 41448       0.00       0.00    -195.73       0.00       0.00       0.00
 41449       0.00       0.00    -179.58       0.00       0.00       0.00
 41450       0.00       0.00    -225.50       0.00       0.00       0.00
 41451       0.00       0.00    -185.99       0.00       0.00       0.00
 41452       0.00       0.00    -146.84       0.00       0.00       0.00
 41453       0.00       0.00    -189.63       0.00       0.00       0.00
 41454       0.00       0.00    -163.51       0.00       0.00       0.00
 41455       0.00       0.00    -201.48       0.00       0.00       0.00
 41456       0.00       0.00    -237.39       0.00       0.00       0.00
 41457       0.00       0.00    -126.58       0.00       0.00       0.00
 41458       0.00       0.00    -156.77       0.00       0.00       0.00
 41459       0.00       0.00    -150.08       0.00       0.00       0.00
 41460       0.00       0.00    -176.24       0.00       0.00       0.00
 41461       0.00       0.00    -120.97       0.00       0.00       0.00
 41462       0.00       0.00     -54.97       0.00       0.00       0.00
 41463       0.00       0.00     -68.98       0.00       0.00       0.00
 41465       0.00       0.00     -74.02       0.00       0.00       0.00
 58797       0.00       0.00    -236.90       0.00       0.00       0.00
 58798       0.00       0.00    -269.44       0.00       0.00       0.00
 58799       0.00       0.00    -254.85       0.00       0.00       0.00
 58800       0.00       0.00    -242.13       0.00       0.00       0.00
 58801       0.00       0.00   -1059.89       0.00       0.00       0.00
 58802       0.00       0.00    -862.71       0.00       0.00       0.00
 58803       0.00       0.00    -557.04       0.00       0.00       0.00
 58804       0.00       0.00    -377.64       0.00       0.00       0.00
 58805       0.00       0.00    -337.44       0.00       0.00       0.00
 58806       0.00       0.00    -692.54       0.00       0.00       0.00
 58807       0.00       0.00    -561.09       0.00       0.00       0.00
 58808       0.00       0.00    -518.28       0.00       0.00       0.00
 58809       0.00       0.00    -324.57       0.00       0.00       0.00
 58810       0.00       0.00    -237.53       0.00       0.00       0.00
 58811       0.00       0.00     -84.68       0.00       0.00       0.00
 58812       0.00       0.00    -288.53       0.00       0.00       0.00
 58813       0.00       0.00    -569.49       0.00       0.00       0.00
 58814       0.00       0.00    -783.45       0.00       0.00       0.00
 58815       0.00       0.00    -789.77       0.00       0.00       0.00
 58816       0.00       0.00    -117.23       0.00       0.00       0.00
 58817       0.00       0.00    -159.40       0.00       0.00       0.00
 58818       0.00       0.00    -553.03       0.00       0.00       0.00
 58819       0.00       0.00    -321.58       0.00       0.00       0.00
 58820       0.00       0.00    -365.17       0.00       0.00       0.00
 58821       0.00       0.00    -263.13       0.00       0.00       0.00
 58822       0.00       0.00    -280.99       0.00       0.00       0.00
 58823       0.00       0.00    -140.33       0.00       0.00       0.00
 58824       0.00       0.00    -332.88       0.00       0.00       0.00
 58825       0.00       0.00    -292.38       0.00       0.00       0.00
 58826       0.00       0.00    -167.51       0.00       0.00       0.00
 58827       0.00       0.00    -483.56       0.00       0.00       0.00
 58828       0.00       0.00    -153.96       0.00       0.00       0.00
 58829       0.00       0.00    -409.99       0.00       0.00       0.00
 58830       0.00       0.00    -335.64       0.00       0.00       0.00
 58831       0.00       0.00    -870.16       0.00       0.00       0.00
 58832       0.00       0.00    -595.88       0.00       0.00       0.00
 58833       0.00       0.00    -870.77       0.00       0.00       0.00
 58834       0.00       0.00    -657.22       0.00       0.00       0.00
 58835       0.00       0.00    -251.75       0.00       0.00       0.00
 58836       0.00       0.00    -394.83       0.00       0.00       0.00
 58837       0.00       0.00    -474.56       0.00       0.00       0.00
 58838       0.00       0.00    -476.80       0.00       0.00       0.00
 58839       0.00       0.00    -318.74       0.00       0.00       0.00
 58840       0.00       0.00    -239.26       0.00       0.00       0.00
 58841       0.00       0.00    -171.63       0.00       0.00       0.00
 58842       0.00       0.00    -849.96       0.00       0.00       0.00
 58843       0.00       0.00    -803.36       0.00       0.00       0.00
 58844       0.00       0.00     -97.47       0.00       0.00       0.00
 58845       0.00       0.00    -213.98       0.00       0.00       0.00
 58846       0.00       0.00    -645.17       0.00       0.00       0.00
 58847       0.00       0.00    -311.48       0.00       0.00       0.00
 58848       0.00       0.00   -1411.17       0.00       0.00       0.00
 58849       0.00       0.00   -1150.72       0.00       0.00       0.00
 58850       0.00       0.00    -485.74       0.00       0.00       0.00
 58851       0.00       0.00    -554.06       0.00       0.00       0.00
 58852       0.00       0.00    -605.99       0.00       0.00       0.00
 58853       0.00       0.00    -304.50       0.00       0.00       0.00
 58854       0.00       0.00    -784.78       0.00       0.00       0.00
 58855       0.00       0.00    -402.79       0.00       0.00       0.00
 58856       0.00       0.00    -254.35       0.00       0.00       0.00
 58857       0.00       0.00    -152.91       0.00       0.00       0.00
 58858       0.00       0.00    -861.53       0.00       0.00       0.00
 58859       0.00       0.00   -1032.10       0.00       0.00       0.00
 58860       0.00       0.00    -824.09       0.00       0.00       0.00
 58861       0.00       0.00    -340.50       0.00       0.00       0.00
 58862       0.00       0.00    -369.80       0.00       0.00       0.00
 58863       0.00       0.00    -549.74       0.00       0.00       0.00
 58864       0.00       0.00    -289.77       0.00       0.00       0.00
 58865       0.00       0.00    -654.40       0.00       0.00       0.00
 58866       0.00       0.00    -355.92       0.00       0.00       0.00
 58867       0.00       0.00    -810.44       0.00       0.00       0.00
 58868       0.00       0.00    -288.38       0.00       0.00       0.00
 58869       0.00       0.00    -189.30       0.00       0.00       0.00
 58870       0.00       0.00   -1608.07       0.00       0.00       0.00
 58871       0.00       0.00   -1114.69       0.00       0.00       0.00
 58872       0.00       0.00    -339.00       0.00       0.00       0.00
 58873       0.00       0.00    -339.87       0.00       0.00       0.00
 58874       0.00       0.00   -1319.63       0.00       0.00       0.00
 58875       0.00       0.00   -1535.78       0.00       0.00       0.00
 58876       0.00       0.00    -916.12       0.00       0.00       0.00
 58877       0.00       0.00    -261.30       0.00       0.00       0.00
 58878       0.00       0.00   -1153.69       0.00       0.00       0.00
 58879       0.00       0.00    -584.14       0.00       0.00       0.00
 58880       0.00       0.00    -551.39       0.00       0.00       0.00
 58881       0.00       0.00    -280.19       0.00       0.00       0.00
 58882       0.00       0.00    -583.32       0.00       0.00       0.00
 58883       0.00       0.00    -305.54       0.00       0.00       0.00
 58884       0.00       0.00   -1425.79       0.00       0.00       0.00
 58885       0.00       0.00    -687.69       0.00       0.00       0.00
 58886       0.00       0.00    -367.65       0.00       0.00       0.00
 58887       0.00       0.00   -1261.93       0.00       0.00       0.00
 58888       0.00       0.00   -1203.36       0.00       0.00       0.00
 58889       0.00       0.00    -210.85       0.00       0.00       0.00
 58890       0.00       0.00    -661.50       0.00       0.00       0.00
 58891       0.00       0.00    -811.00       0.00       0.00       0.00
 58892       0.00       0.00    -301.82       0.00       0.00       0.00
 58893       0.00       0.00    -114.09       0.00       0.00       0.00
 58894       0.00       0.00    -272.01       0.00       0.00       0.00
 58895       0.00       0.00    -304.85       0.00       0.00       0.00
 58896       0.00       0.00    -103.35       0.00       0.00       0.00
 58897       0.00       0.00    -327.91       0.00       0.00       0.00
 58898       0.00       0.00    -244.12       0.00       0.00       0.00
 58899       0.00       0.00    -207.71       0.00       0.00       0.00
 58900       0.00       0.00     -98.50       0.00       0.00       0.00
 58901       0.00       0.00    -489.38       0.00       0.00       0.00
 58902       0.00       0.00    -169.77       0.00       0.00       0.00
 58903       0.00       0.00    -175.99       0.00       0.00       0.00
 58904       0.00       0.00    -326.04       0.00       0.00       0.00
 58905       0.00       0.00    -137.13       0.00       0.00       0.00
 58906       0.00       0.00    -263.14       0.00       0.00       0.00
 58907       0.00       0.00    -465.33       0.00       0.00       0.00
 58908       0.00       0.00    -391.18       0.00       0.00       0.00
 58909       0.00       0.00    -238.05       0.00       0.00       0.00
 58910       0.00       0.00    -170.89       0.00       0.00       0.00
 58911       0.00       0.00    -195.49       0.00       0.00       0.00
 58912       0.00       0.00    -271.08       0.00       0.00       0.00
 58913       0.00       0.00    -170.70       0.00       0.00       0.00
 58914       0.00       0.00    -482.17       0.00       0.00       0.00
 58915       0.00       0.00    -267.68       0.00       0.00       0.00
 58916       0.00       0.00    -455.90       0.00       0.00       0.00
 58917       0.00       0.00    -661.55       0.00       0.00       0.00
 58918       0.00       0.00    -263.96       0.00       0.00       0.00
 58919       0.00       0.00    -195.47       0.00       0.00       0.00
 58920       0.00       0.00    -626.98       0.00       0.00       0.00
 58921       0.00       0.00    -251.67       0.00       0.00       0.00
 58922       0.00       0.00    -213.85       0.00       0.00       0.00
 58923       0.00       0.00    -212.64       0.00       0.00       0.00
 58924       0.00       0.00    -244.98       0.00       0.00       0.00
 58925       0.00       0.00    -281.07       0.00       0.00       0.00
 58926       0.00       0.00    -380.63       0.00       0.00       0.00
 58927       0.00       0.00    -296.18       0.00       0.00       0.00
 58928       0.00       0.00    -232.02       0.00       0.00       0.00
 58929       0.00       0.00    -443.97       0.00       0.00       0.00
 58930       0.00       0.00    -354.79       0.00       0.00       0.00
 58931       0.00       0.00    -371.08       0.00       0.00       0.00
 58932       0.00       0.00    -447.24       0.00       0.00       0.00
 58933       0.00       0.00   -1071.64       0.00       0.00       0.00
 58934       0.00       0.00   -1211.85       0.00       0.00       0.00
 58935       0.00       0.00    -576.45       0.00       0.00       0.00
 58936       0.00       0.00    -546.86       0.00       0.00       0.00
 58937       0.00       0.00     -93.05       0.00       0.00       0.00
 58938       0.00       0.00    -457.31       0.00       0.00       0.00
 58939       0.00       0.00    -350.85       0.00       0.00       0.00
 58940       0.00       0.00    -322.78       0.00       0.00       0.00
 58941       0.00       0.00    -612.01       0.00       0.00       0.00
 58942       0.00       0.00    -730.39       0.00       0.00       0.00
 58943       0.00       0.00    -330.15       0.00       0.00       0.00
 58944       0.00       0.00    -531.02       0.00       0.00       0.00
 58945       0.00       0.00    -605.94       0.00       0.00       0.00
 58946       0.00       0.00    -558.94       0.00       0.00       0.00
 58947       0.00       0.00    -587.31       0.00       0.00       0.00
 58948       0.00       0.00    -488.22       0.00       0.00       0.00
 58949       0.00       0.00    -286.72       0.00       0.00       0.00
 58950       0.00       0.00    -414.17       0.00       0.00       0.00
 58951       0.00       0.00    -321.01       0.00       0.00       0.00
 58952       0.00       0.00    -555.31       0.00       0.00       0.00
 58953       0.00       0.00    -780.81       0.00       0.00       0.00
 58954       0.00       0.00   -1077.23       0.00       0.00       0.00
 58955       0.00       0.00    -631.30       0.00       0.00       0.00
 58956       0.00       0.00    -651.72       0.00       0.00       0.00
 58957       0.00       0.00    -582.46       0.00       0.00       0.00
 58958       0.00       0.00    -815.02       0.00       0.00       0.00
 58959       0.00       0.00    -282.26       0.00       0.00       0.00
 58960       0.00       0.00    -655.56       0.00       0.00       0.00
 58961       0.00       0.00    -403.58       0.00       0.00       0.00
 58962       0.00       0.00    -361.89       0.00       0.00       0.00
 58963       0.00       0.00    -113.46       0.00       0.00       0.00
 58964       0.00       0.00    -177.02       0.00       0.00       0.00
 58965       0.00       0.00    -457.20       0.00       0.00       0.00
 58966       0.00       0.00    -994.76       0.00       0.00       0.00
 58967       0.00       0.00    -257.67       0.00       0.00       0.00
 58968       0.00       0.00    -512.49       0.00       0.00       0.00
 58969       0.00       0.00    -109.09       0.00       0.00       0.00
